,game_global_ranking,game_title,console,year_of_release,genre,publisher,northamerican_sales,europe_sales,japan_sales,othercontry_sales,world_sales,game_title_normalized
231,232,the legend of zelda: a link to the past,snes,1991,action,nintendo,2.42,0.91,1.15,0.13,4.61 ,thelegendofzelda alinktothepast
232,233,the legend of zelda: the wind waker,gc,2002,action,nintendo,2.6,0.99,0.89,0.13,4.6 ,thelegendofzelda thewindwaker
233,234,mario & sonic at the olympic winter games,wii,2009,sports,sega,1.89,1.99,0.22,0.48,4.58 ,mario sonicattheolympicwintergames
234,235,luigi's mansion: dark moon,3ds,2013,action,nintendo,1.78,1.39,1.1,0.3,4.58 ,luigi smansion darkmoon
235,236,splatoon,wiiu,2015,shooter,nintendo,1.55,1.15,1.44,0.43,4.57 ,splatoon
236,237,the last of us,ps4,2014,action,sony computer entertainment,1.78,1.87,0.07,0.82,4.55 ,thelastofus
237,238,guitar hero iii: legends of rock,x360,2007,misc,activision,3.19,0.92,0.01,0.42,4.53 ,guitarheroiii legendsofrock
238,239,madden nfl 2005,ps2,2004,sports,electronic arts,4.18,0.26,0.01,0.08,4.53 ,maddennfl2005
239,240,pitfall!,2600,1981,platform,activision,4.21,0.24,0.0,0.05,4.5 ,pitfall 
240,241,madden nfl 07,ps2,2006,sports,electronic arts,3.63,0.24,0.01,0.61,4.49 ,maddennfl07
241,242,spider-man: the movie,ps2,2002,action,activision,2.71,1.51,0.03,0.23,4.48 ,spider man themovie
242,243,dragon quest vii: warriors of eden,ps,2000,role-playing,enix corporation,0.2,0.14,4.1,0.02,4.47 ,dragonquestvii warriorsofeden
243,244,uncharted: the nathan drake collection,ps4,2015,action,sony computer entertainment,1.96,1.69,0.08,0.74,4.47 ,uncharted thenathandrakecollection
244,245,call of duty: advanced warfare,ps3,2014,shooter,activision,1.54,1.94,0.19,0.77,4.45 ,callofduty advancedwarfare
245,246,god of war,ps2,2005,action,sony computer entertainment,2.71,1.29,0.02,0.43,4.45 ,godofwar
246,247,nintendo land,wiiu,2012,misc,nintendo,2.55,1.11,0.46,0.33,4.44 ,nintendoland
247,248,michael jackson: the experience,wii,2010,misc,ubisoft,2.67,1.35,0.01,0.39,4.42 ,michaeljackson theexperience
248,249,tony hawk's pro skater 3,ps2,2001,sports,activision,2.66,1.29,0.01,0.46,4.41 ,tonyhawk sproskater3
249,250,winning eleven: pro evolution soccer 2007,ps2,2006,sports,konami digital entertainment,0.1,2.39,1.05,0.86,4.39 ,winningeleven proevolutionsoccer2007
250,251,the elder scrolls iv: oblivion,x360,2006,role-playing,take-two interactive,2.82,1.05,0.13,0.4,4.39 ,theelderscrollsiv oblivion
251,252,zelda ii: the adventure of link,nes,1987,adventure,nintendo,2.19,0.5,1.61,0.08,4.38 ,zeldaii theadventureoflink
252,253,need for speed: most wanted,ps2,2005,racing,electronic arts,2.03,1.79,0.08,0.47,4.37 ,needforspeed mostwanted
253,254,resistance: fall of man,ps3,2006,shooter,sony computer entertainment,1.73,1.73,0.14,0.75,4.35 ,resistance fallofman
254,255,sonic the hedgehog,gen,1991,platform,sega,3.03,0.91,0.26,0.13,4.34 ,sonicthehedgehog
255,256,kingdom hearts ii,ps2,2005,role-playing,square enix,2.2,0.58,1.38,0.17,4.33 ,kingdomheartsii
256,257,fifa 14,x360,2013,sports,electronic arts,0.92,2.93,0.01,0.46,4.31 ,fifa14
257,258,call of duty: advanced warfare,x360,2014,shooter,activision,2.75,1.18,0.0,0.37,4.31 ,callofduty advancedwarfare
258,259,asteroids,2600,1980,shooter,atari,4.0,0.26,0.0,0.05,4.31 ,asteroids
259,260,fable ii,x360,2008,role-playing,microsoft game studios,2.51,1.27,0.11,0.41,4.31 ,fableii
260,261,halo 5: guardians,xone,2015,shooter,microsoft game studios,2.64,1.2,0.03,0.39,4.26 ,halo5 guardians
261,262,super mario 3d world,wiiu,2013,platform,nintendo,2.11,1.11,0.72,0.3,4.25 ,supermario3dworld
262,263,batman: arkham asylum,ps3,2009,action,eidos interactive,2.23,1.34,0.07,0.61,4.25 ,batman arkhamasylum
263,264,assassin's creed: revelations,ps3,2011,action,ubisoft,1.41,2.02,0.1,0.72,4.24 ,assassin screed revelations
264,265,namco museum,gba,2001,misc,namco bandai games,3.0,1.11,0.05,0.07,4.24 ,namcomuseum
265,266,metal gear solid 3: snake eater,ps2,2004,action,konami digital entertainment,1.46,0.0,0.83,1.93,4.23 ,metalgearsolid3 snakeeater
266,267,daxter,psp,2006,platform,sony computer entertainment,2.45,1.02,0.0,0.75,4.22 ,daxter
267,268,warcraft ii: tides of darkness,pc,1995,strategy,activision,1.7,2.27,0.0,0.23,4.21 ,warcraftii tidesofdarkness
268,269,the legend of zelda: ocarina of time,3ds,2011,action,nintendo,2.03,1.27,0.62,0.3,4.21 ,thelegendofzelda ocarinaoftime
269,270,fifa soccer 06,ps2,2005,sports,electronic arts,0.78,2.55,0.04,0.84,4.21 ,fifasoccer06
270,271,eyetoy play,ps2,2003,misc,sony computer entertainment,0.88,2.3,0.2,0.83,4.2 ,eyetoyplay
271,272,uncharted 4: a thief's end,ps4,2016,shooter,sony computer entertainment,1.3,2.07,0.18,0.65,4.2 ,uncharted4 athief send
272,273,gran turismo 5 prologue,ps3,2007,racing,sony computer entertainment,1.28,1.83,0.57,0.53,4.2 ,granturismo5prologue
273,274,assassin's creed: revelations,x360,2011,action,ubisoft,2.25,1.47,0.04,0.43,4.19 ,assassin screed revelations
274,275,street fighter iv,ps3,2009,fighting,capcom,2.02,1.06,0.58,0.53,4.19 ,streetfighteriv
275,276,fifa 12,x360,2011,sports,electronic arts,0.84,2.79,0.02,0.53,4.19 ,fifa12
276,277,teenage mutant ninja turtles,nes,1989,action,palcom,3.38,0.44,0.31,0.04,4.17 ,teenagemutantninjaturtles
277,278,excitebike,nes,1984,racing,nintendo,2.04,0.48,1.57,0.07,4.16 ,excitebike
278,279,frogger,ps,1997,action,hasbro interactive,3.79,0.27,0.0,0.11,4.16 ,frogger
279,280,madden nfl 2003,ps2,2002,sports,electronic arts,3.36,0.21,0.01,0.56,4.14 ,maddennfl2003
280,281,watch dogs,ps4,2014,action,ubisoft,1.4,1.86,0.11,0.77,4.14 ,watchdogs
281,282,half-life,pc,1997,shooter,vivendi games,4.03,0.0,0.09,0.0,4.12 ,half life
282,283,super mario world 2: yoshi's island,snes,1995,platform,nintendo,1.65,0.61,1.76,0.09,4.12 ,supermarioworld2 yoshi sisland
283,284,fifa soccer 07,ps2,2006,sports,electronic arts,0.71,2.48,0.03,0.89,4.11 ,fifasoccer07
284,285,the legend of zelda: skyward sword,wii,2011,action,nintendo,2.14,1.2,0.37,0.4,4.1 ,thelegendofzelda skywardsword
285,286,street fighter ii turbo,snes,1992,fighting,capcom,1.42,0.51,2.1,0.07,4.1 ,streetfighteriiturbo
286,287,carnival games,wii,2007,misc,take-two interactive,2.13,1.5,0.05,0.42,4.1 ,carnivalgames
287,288,fallout 4,xone,2015,role-playing,bethesda softworks,2.45,1.26,0.01,0.37,4.09 ,fallout4
288,289,world of warcraft: the burning crusade,pc,2007,role-playing,activision,2.57,1.52,0.0,0.0,4.09 ,worldofwarcraft theburningcrusade
289,290,fallout: new vegas,x360,2010,role-playing,bethesda softworks,2.65,1.06,0.04,0.33,4.08 ,fallout newvegas
290,291,god of war ii,ps2,2007,action,sony computer entertainment,2.32,0.04,0.04,1.67,4.07 ,godofwarii
291,292,forza motorsport 2,x360,2007,racing,microsoft game studios,2.35,1.28,0.03,0.41,4.06 ,forzamotorsport2
292,293,world soccer winning eleven 9,ps2,2005,sports,konami digital entertainment,0.12,2.26,0.9,0.77,4.06 ,worldsoccerwinningeleven9
293,294,namco museum vol.3,ps,1996,misc,sony computer entertainment,2.28,1.55,0.16,0.06,4.05 ,namcomuseumvol 3
294,295,tekken tag tournament,ps2,2000,fighting,namco bandai games,1.68,1.51,0.51,0.35,4.05 ,tekkentagtournament
295,296,far cry 4,ps4,2014,shooter,ubisoft,1.12,2.12,0.1,0.69,4.03 ,farcry4
296,297,star fox 64,n64,1997,shooter,nintendo,2.78,0.58,0.64,0.04,4.03 ,starfox64
297,298,minecraft,ps4,2014,misc,sony computer entertainment europe,1.38,1.87,0.12,0.65,4.02 ,minecraft
298,299,golf,nes,1984,sports,nintendo,1.22,0.28,2.46,0.04,4.01 ,golf
299,300,fallout 3,ps3,2008,role-playing,bethesda softworks,2.15,1.2,0.07,0.59,4.01 ,fallout3
300,301,professor layton and the diabolical box,ds,2007,puzzle,nintendo,0.92,1.78,0.92,0.37,4 ,professorlaytonandthediabolicalbox
301,302,left 4 dead 2,x360,2009,shooter,electronic arts,2.67,0.89,0.05,0.37,3.99 ,left4dead2
302,303,namco museum: 50th anniversary,ps2,2005,misc,namco bandai games,2.08,1.35,0.0,0.54,3.98 ,namcomuseum 50thanniversary
303,304,ea sports active,wii,2009,sports,electronic arts,2.1,1.36,0.06,0.4,3.92 ,easportsactive
304,305,assassin's creed: unity,ps4,2014,action,ubisoft,1.18,1.96,0.08,0.7,3.92 ,assassin screed unity
305,306,donkey kong land,gb,1994,platform,nintendo,1.97,0.76,1.07,0.11,3.91 ,donkeykongland
306,307,tony hawk's underground,ps2,2003,sports,activision,2.29,1.17,0.01,0.42,3.9 ,tonyhawk sunderground
307,308,assassin's creed iv: black flag,ps3,2013,action,ubisoft,1.33,1.71,0.13,0.73,3.89 ,assassin screediv blackflag
308,309,monster hunter 4 ultimate,3ds,2014,role-playing,nintendo,0.67,0.49,2.62,0.11,3.89 ,monsterhunter4ultimate
309,310,motorstorm,ps3,2006,racing,sony computer entertainment,1.53,1.61,0.06,0.67,3.88 ,motorstorm
310,311,the elder scrolls v: skyrim,pc,2011,role-playing,bethesda softworks,1.15,2.09,0.0,0.64,3.88 ,theelderscrollsv skyrim
311,312,tekken 5,ps2,2005,fighting,namco bandai games,0.93,1.94,0.31,0.7,3.87 ,tekken5
312,313,dragon warrior iii,nes,1988,role-playing,enix corporation,0.1,0.0,3.77,0.0,3.87 ,dragonwarrioriii
313,314,sports champions,ps3,2010,sports,sony computer entertainment,2.12,1.14,0.1,0.51,3.87 ,sportschampions
314,315,nba 2k16,ps4,2015,sports,take-two interactive,2.48,0.65,0.03,0.69,3.85 ,nba2k16
315,316,world soccer winning eleven 8 international,ps2,2004,sports,konami digital entertainment,0.16,1.89,1.12,0.68,3.85 ,worldsoccerwinningeleven8international
316,317,flash focus: vision training in minutes a day,ds,2007,misc,nintendo,0.87,1.57,1.05,0.35,3.84 ,flashfocus visiontraininginminutesaday
317,318,namco museum vol.1,ps,1995,misc,sony computer entertainment,2.12,1.44,0.22,0.06,3.84 ,namcomuseumvol 1
318,319,the legend of zelda: link's awakening,gb,1992,action,nintendo,2.21,0.96,0.54,0.13,3.83 ,thelegendofzelda link sawakening
319,320,mario & luigi: bowser's inside story,ds,2009,role-playing,nintendo,2.26,0.48,0.81,0.27,3.83 ,mario luigi bowser sinsidestory
320,321,big brain academy: wii degree,wii,2007,misc,nintendo,1.06,1.93,0.41,0.43,3.82 ,bigbrainacademy wiidegree
321,322,nintendogs + cats,3ds,2011,simulation,nintendo,1.44,1.37,0.73,0.27,3.81 ,nintendogs cats
322,323,batman: arkham knight,ps4,2015,action,warner bros. interactive entertainment,1.49,1.58,0.1,0.61,3.79 ,batman arkhamknight
323,324,mario & sonic at the london 2012 olympic games,wii,2011,sports,sega,1.14,1.91,0.27,0.46,3.78 ,mario sonicatthelondon2012olympicgames
324,325,lego indiana jones: the original adventures,x360,2008,action,activision,2.4,1.03,0.0,0.36,3.78 ,legoindianajones theoriginaladventures
325,326,resident evil director's cut,ps,1996,action,virgin interactive,1.82,1.24,0.47,0.25,3.77 ,residentevildirector scut
326,327,ratchet & clank: size matters,psp,2007,platform,sony computer entertainment,1.4,1.4,0.1,0.87,3.77 ,ratchet clank sizematters
327,328,just dance 2014,wii,2013,misc,ubisoft,1.98,1.47,0.0,0.32,3.76 ,justdance2014
328,329,the sims: unleashed,pc,2002,simulation,electronic arts,2.03,1.56,0.0,0.17,3.76 ,thesims unleashed
329,330,super paper mario,wii,2007,platform,nintendo,1.98,0.88,0.59,0.32,3.76 ,superpapermario
330,331,harry potter and the sorcerer's stone,ps,2001,action,electronic arts,1.37,2.0,0.14,0.22,3.73 ,harrypotterandthesorcerer sstone
331,332,the witcher 3: wild hunt,ps4,2015,role-playing,namco bandai games,0.96,2.0,0.21,0.56,3.73 ,thewitcher3 wildhunt
332,333,resident evil 3: nemesis,ps,1999,action,eidos interactive,1.3,0.77,1.54,0.11,3.72 ,residentevil3 nemesis
333,334,spyro: year of the dragon,ps,2000,platform,sony computer entertainment,1.93,1.58,0.0,0.19,3.71 ,spyro yearofthedragon
334,335,fifa soccer 2005,ps2,2004,sports,electronic arts,0.58,2.48,0.04,0.59,3.7 ,fifasoccer2005
335,336,pokémon trading card game,gb,1998,strategy,nintendo,1.49,0.73,1.38,0.1,3.7 ,pokémontradingcardgame
336,337,battlefield 4,ps3,2013,shooter,electronic arts,1.3,1.51,0.27,0.61,3.69 ,battlefield4
337,338,mysims,ds,2007,simulation,electronic arts,1.59,1.61,0.08,0.41,3.69 ,mysims
338,339,friend collection,ds,2009,misc,nintendo,0.0,0.0,3.67,0.0,3.67 ,friendcollection
339,340,tony hawk's pro skater 4,ps2,2002,sports,activision,2.13,1.18,0.01,0.35,3.67 ,tonyhawk sproskater4
340,341,midnight club 3: dub edition,psp,2005,racing,take-two interactive,1.65,1.22,0.0,0.79,3.66 ,midnightclub3 dubedition
341,342,banjo-kazooie,n64,1998,platform,nintendo,1.87,1.13,0.55,0.1,3.65 ,banjo kazooie
342,343,socom: u.s. navy seals,ps2,2002,shooter,sony computer entertainment,2.53,0.81,0.06,0.24,3.65 ,socom u s navyseals
343,344,guitar hero: world tour,wii,2008,misc,activision,2.33,0.97,0.0,0.35,3.65 ,guitarhero worldtour
344,345,gran turismo 6,ps3,2013,racing,sony computer entertainment,0.71,1.8,0.4,0.74,3.64 ,granturismo6
345,346,jak and daxter: the precursor legacy,ps2,2001,platform,sony computer entertainment,2.08,1.09,0.15,0.33,3.64 ,jakanddaxter theprecursorlegacy
346,347,pokemon snap,n64,1999,simulation,nintendo,2.23,0.68,0.66,0.06,3.63 ,pokemonsnap
347,348,fifa soccer 10,ps3,2009,sports,electronic arts,0.6,2.46,0.05,0.52,3.63 ,fifasoccer10
348,349,pro evolution soccer 2008,ps2,2007,sports,konami digital entertainment,0.05,0.0,0.64,2.93,3.63 ,proevolutionsoccer2008
349,350,call of duty: ghosts,ps4,2013,shooter,activision,1.78,1.42,0.05,0.38,3.63 ,callofduty ghosts
350,351,resident evil 4,ps2,2005,action,capcom,2.08,0.83,0.46,0.25,3.62 ,residentevil4
351,352,tom clancy's the division,ps4,2016,shooter,ubisoft,1.28,1.61,0.15,0.57,3.61 ,tomclancy sthedivision
352,353,star wars: battlefront,ps2,2004,shooter,lucasarts,1.93,1.22,0.03,0.44,3.61 ,starwars battlefront
353,354,doom ii: hell on earth,pc,1994,shooter,virgin interactive,2.05,1.4,0.0,0.16,3.61 ,doomii hellonearth
354,355,the simpsons: road rage,ps2,2001,racing,electronic arts,2.02,1.17,0.0,0.42,3.61 ,thesimpsons roadrage
355,356,cooking mama 2: dinner with friends,ds,2007,simulation,505 games,1.61,1.5,0.1,0.39,3.61 ,cookingmama2 dinnerwithfriends
356,357,luigi's mansion,gc,2001,action,nintendo,2.38,0.67,0.46,0.1,3.6 ,luigi smansion
357,358,star wars: battlefront ii,ps2,2005,shooter,lucasarts,2.18,1.02,0.03,0.37,3.59 ,starwars battlefrontii
358,359,wwf smackdown!,ps,2000,fighting,thq,2.01,1.35,0.06,0.16,3.58 ,wwfsmackdown 
359,360,croc: legend of the gobbos,ps,1997,platform,fox interactive,1.57,1.79,0.0,0.2,3.56 ,croc legendofthegobbos
360,361,grand theft auto: liberty city stories,ps2,2006,action,take-two interactive,1.56,1.4,0.07,0.5,3.54 ,grandtheftauto libertycitystories
361,362,the getaway,ps2,2002,action,sony computer entertainment,1.23,1.77,0.05,0.49,3.54 ,thegetaway
362,363,tomb raider iii: adventures of lara croft,ps,1997,action,eidos interactive,1.66,1.58,0.12,0.18,3.54 ,tombraideriii adventuresoflaracroft
363,364,james bond 007: agent under fire,ps2,2001,shooter,electronic arts,1.9,1.13,0.1,0.41,3.53 ,jamesbond007 agentunderfire
364,365,lego star wars: the video game,ps2,2005,action,eidos interactive,1.98,1.14,0.01,0.41,3.53 ,legostarwars thevideogame
365,366,battlefield 4,x360,2013,shooter,electronic arts,2.14,1.08,0.02,0.29,3.53 ,battlefield4
366,367,fifa soccer 11,x360,2010,sports,electronic arts,0.71,2.4,0.02,0.4,3.53 ,fifasoccer11
367,368,rugrats in paris: the movie,ps,2000,action,thq,1.96,1.33,0.0,0.23,3.52 ,rugratsinparis themovie
368,369,spyro 2: ripto's rage!,ps,1999,platform,sony computer entertainment,2.14,1.21,0.01,0.17,3.52 ,spyro2 ripto srage 
369,370,left 4 dead,x360,2008,shooter,electronic arts,2.66,0.5,0.05,0.3,3.52 ,left4dead
370,371,mario & sonic at the olympic winter games,ds,2009,sports,sega,1.22,1.66,0.27,0.38,3.52 ,mario sonicattheolympicwintergames
371,372,resident evil 5,x360,2009,action,capcom,2.11,0.94,0.12,0.34,3.51 ,residentevil5
372,373,donkey kong country 3: dixie kong's double trouble!,snes,1996,platform,nintendo,1.17,0.5,1.75,0.08,3.51 ,donkeykongcountry3 dixiekong sdoubletrouble 
373,374,assassin's creed: brotherhood,x360,2010,action,ubisoft,2.84,0.39,0.03,0.24,3.5 ,assassin screed brotherhood
374,375,kung fu,nes,1985,action,nintendo,1.64,0.38,1.42,0.06,3.5 ,kungfu
375,376,batman: arkham asylum,x360,2009,action,eidos interactive,2.2,0.97,0.02,0.31,3.5 ,batman arkhamasylum
376,377,clubhouse games,ds,2006,misc,nintendo,0.59,1.83,0.73,0.35,3.5 ,clubhousegames
378,379,star wars battlefront (2015),xone,2015,shooter,electronic arts,1.94,1.22,0.02,0.31,3.49 ,starwarsbattlefront 2015 
379,380,battlefield: bad company 2,x360,2010,shooter,electronic arts,2.09,1.02,0.04,0.32,3.48 ,battlefield badcompany2
380,381,guitar hero: on tour,ds,2008,misc,activision,2.11,1.01,0.01,0.35,3.48 ,guitarhero ontour
381,382,assassin's creed: unity,xone,2014,action,ubisoft,2.26,0.89,0.0,0.3,3.46 ,assassin screed unity
382,383,far cry 3,ps3,2012,shooter,ubisoft,0.88,1.75,0.1,0.72,3.45 ,farcry3
383,384,monster hunter 4,3ds,2013,role-playing,capcom,0.0,0.0,3.44,0.0,3.44 ,monsterhunter4
384,385,borderlands,x360,2009,shooter,take-two interactive,2.39,0.73,0.03,0.29,3.44 ,borderlands
385,386,tekken 4,ps2,2002,fighting,namco bandai games,1.55,1.27,0.33,0.29,3.44 ,tekken4
386,387,battlefield 4,ps4,2013,shooter,electronic arts,1.34,1.54,0.17,0.38,3.43 ,battlefield4
387,388,littlebigplanet 2,ps3,2011,platform,sony computer entertainment,1.82,1.07,0.06,0.47,3.42 ,littlebigplanet2
388,389,grand theft auto 2,ps,1998,action,take-two interactive,1.13,2.07,0.0,0.22,3.42 ,grandtheftauto2
389,390,final fantasy iii,snes,1994,role-playing,squaresoft,0.86,0.0,2.55,0.02,3.42 ,finalfantasyiii
390,391,spider-man 2,ps2,2004,action,activision,1.75,1.2,0.02,0.43,3.41 ,spider man2
391,392,f-1 race,gb,1990,racing,nintendo,1.73,0.69,0.59,0.4,3.41 ,f 1race
392,393,fifa soccer 2003,ps2,2002,sports,electronic arts,0.46,2.28,0.05,0.61,3.4 ,fifasoccer2003
393,394,crash bash,ps,2000,misc,sony computer entertainment,1.56,1.47,0.19,0.17,3.39 ,crashbash
394,395,lego batman: the videogame,x360,2008,action,warner bros. interactive entertainment,2.03,1.03,0.0,0.32,3.38 ,legobatman thevideogame
395,396,metal gear solid v: the phantom pain,ps4,2015,action,konami digital entertainment,1.08,1.35,0.48,0.47,3.38 ,metalgearsolidv thephantompain
396,397,the legend of zelda: spirit tracks,ds,2009,action,nintendo,1.43,0.94,0.74,0.27,3.38 ,thelegendofzelda spirittracks
397,398,wwf war zone,ps,1998,fighting,acclaim entertainment,2.47,0.76,0.0,0.13,3.36 ,wwfwarzone
398,399,the legend of zelda: majora's mask,n64,2000,action,nintendo,1.9,0.67,0.73,0.06,3.36 ,thelegendofzelda majora smask
399,400,professor layton and the unwound future,ds,2008,puzzle,nintendo,0.65,1.61,0.82,0.28,3.36 ,professorlaytonandtheunwoundfuture
400,401,rugrats: search for reptar,ps,1998,adventure,thq,1.63,1.53,0.0,0.18,3.34 ,rugrats searchforreptar
401,402,assassin's creed iv: black flag,x360,2013,action,ubisoft,1.9,1.14,0.01,0.29,3.34 ,assassin screediv blackflag
402,403,english training: have fun improving your skills!,ds,2006,misc,nintendo,0.0,0.99,2.32,0.02,3.33 ,englishtraining havefunimprovingyourskills 
403,404,james bond 007: nightfire,ps2,2002,shooter,electronic arts,1.45,1.29,0.12,0.46,3.33 ,jamesbond007 nightfire
404,405,ratchet & clank,ps2,2002,platform,sony computer entertainment,1.44,1.01,0.57,0.3,3.33 ,ratchet clank
405,406,mario party 9,wii,2012,misc,nintendo,1.15,1.17,0.76,0.24,3.32 ,marioparty9
406,407,star wars episode iii: revenge of the sith,ps2,2005,action,lucasarts,1.47,1.39,0.03,0.43,3.32 ,starwarsepisodeiii revengeofthesith
407,408,max payne,ps2,2001,shooter,take-two interactive,1.99,1.05,0.05,0.22,3.31 ,maxpayne
408,409,the lord of the rings: the return of the king,ps2,2003,action,electronic arts,1.5,1.28,0.05,0.46,3.28 ,thelordoftherings thereturnoftheking
409,410,assassin's creed syndicate,ps4,2015,action,ubisoft,0.8,1.92,0.06,0.5,3.28 ,assassin screedsyndicate
410,411,destiny,xone,2014,shooter,activision,2.13,0.92,0.0,0.23,3.28 ,destiny
411,412,true crime: streets of la,ps2,2003,action,activision,1.89,1.05,0.02,0.31,3.27 ,truecrime streetsofla
412,413,wii music,wii,2008,misc,nintendo,1.36,1.13,0.46,0.32,3.27 ,wiimusic
413,414,gran turismo (psp),psp,2009,racing,sony computer entertainment,0.5,1.59,0.31,0.87,3.27 ,granturismo psp 
414,415,monster hunter x,3ds,2015,action,capcom,0.25,0.19,2.78,0.04,3.26 ,monsterhunterx
415,416,tekken,ps,1995,fighting,sony computer entertainment,0.95,1.3,0.77,0.22,3.24 ,tekken
416,417,fifa 16,xone,2015,sports,electronic arts,0.88,2.11,0.0,0.23,3.23 ,fifa16
417,418,l.a. noire,ps3,2011,adventure,take-two interactive,1.27,1.33,0.12,0.51,3.23 ,l a noire
418,419,madden nfl 16,ps4,2015,sports,electronic arts,2.33,0.3,0.0,0.59,3.22 ,maddennfl16
419,420,yokai watch 2 ganso/honke,3ds,2014,role-playing,nintendo,0.03,0.0,3.18,0.0,3.22 ,yokaiwatch2ganso honke
420,421,007: tomorrow never dies,ps,1999,shooter,electronic arts,1.72,1.33,0.0,0.16,3.21 ,007 tomorrowneverdies
421,422,baseball,nes,1983,sports,nintendo,0.73,0.1,2.35,0.02,3.2 ,baseball
422,423,killer instinct,snes,1995,fighting,nintendo,2.26,0.72,0.12,0.1,3.2 ,killerinstinct
423,424,wwf smackdown! 2: know your role,ps,2000,fighting,thq,1.76,1.21,0.07,0.16,3.2 ,wwfsmackdown 2 knowyourrole
424,425,crisis core: final fantasy vii,psp,2007,role-playing,square enix,1.35,0.6,0.8,0.44,3.19 ,crisiscore finalfantasyvii
